'Marital status','Application mode','Application order',Course,'Daytime/evening attendance','Previous qualification','Previous qualification (grade)',Nacionality,Mother_qualification,Father_qualification,Mother_occupation,Father_occupation,'Admission grade',Displaced,'Educational special needs',Debtor,'Tuition fees up to date',Gender,'Scholarship holder','Age at enrollment','Curricular units 1st sem (credited)','Curricular units 1st sem (enrolled)','Curricular units 1st sem (evaluations)','Curricular units 1st sem (approved)','Curricular units 1st sem (grade)','Curricular units 1st sem (without evaluations)','Curricular units 2nd sem (credited)','Curricular units 2nd sem (enrolled)','Curricular units 2nd sem (evaluations)','Curricular units 2nd sem (approved)','Curricular units 2nd sem (grade)','Curricular units 2nd sem (without evaluations)','Unemployment rate','Inflation rate',GDP,Target
single,'2nd phase - general contingent',1,'Social Service',1,'Secondary education',115,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.0526315789473684,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.178807947019868,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.4615384201183446,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',3,'Oral Hygiene',1,'Secondary education',132,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',1.263157894736842,1,0,0,1,0,0,0.18867924528301885,0.0,1.346153846153846,1.0,1.346153846153846,3.093451125827815,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.7153845296449726,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',4,Nursing,1,'Secondary education',132,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.4105263157894734,1,0,0,1,0,1,0.18867924528301885,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.6026490066225163,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.6615383770414223,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',1,'Veterinary Nursing',1,'Secondary education',143,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.0210526315789474,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,4.23841059602649,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,4.274038362906808,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',3,'Social Service',1,'Secondary education',137,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',1.9157894736842107,1,0,0,1,0,0,0.2830188679245283,0.0,1.153846153846154,1.0,0.9615384615384616,3.125827814569537,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.096153774704144,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,Transfer,1,'Informatics Engineering',1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Intermediate Level Technicians and Professions',2.1052631578947367,0,0,1,1,1,0,0.7547169811320754,0.0,0.9615384615384616,0.5555555555555556,0.0,0.0,0.0,0.5263157894736842,1.3043478260869565,1.0606060606060606,0.5,3.7692306822485233,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',121,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.463157894736842,0,0,0,1,1,0,0.18867924528301885,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
married,'Over 23 years old',1,'Basic Education',1,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Intermediate Level Technicians and Professions',2.3684210526315788,0,0,1,1,0,1,1.6037735849056602,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,4.276253509933775,0.0,0.0,1.3043478260869565,1.5151515151515151,1.5,4.361538360887576,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'3rd phase - general contingent',2,Nursing,1,'Secondary education',135,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Personal Services; Security and Safety Workers and Sellers',1.594736842105263,1,0,0,1,0,1,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.122043443708609,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.1730767729289977,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'1st phase - general contingent',6,Nursing,1,'Secondary education',137,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.6473684210526316,1,0,0,1,0,1,0.09433962264150943,0.0,1.5384615384615385,0.888888888888889,1.5384615384615385,3.555960264900662,0.0,0.0,1.7391304347826086,1.2121212121212122,2.0,3.6140864550595437,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',100,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Armed Forces Professions',0.2631578947368421,0,0,0,1,0,0,0.2830188679245283,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.3112582781456954,0.0,0.0,1.3043478260869565,1.5151515151515151,1.25,3.814102565828403,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',2,Nursing,1,'Secondary education',127,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.3842105263157896,1,0,0,1,0,1,0.2830188679245283,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.30179761589404,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.3557692302514797,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'Short cycle diploma holders',1,'Management (evening attendance)',0,'Secondary education',140,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Cleaning workers','Unskilled workers in extractive industry; construction; manufacturing and transport',2.1052631578947367,0,0,1,1,0,0,0.5660377358490566,1.5,2.1153846153846154,2.0,1.5384615384615385,3.2781456953642385,0.0,0.7894736842105263,1.9565217391304348,2.2727272727272725,1.25,3.3923076140236708,0.0,0.7558139534883725,2.4444444444444446,5.0,Enrolled
single,'Over 23 years old',1,'Advertising and Marketing Management',1,'Secondary education',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.3157894736842104,0,0,0,1,0,0,1.0377358490566038,0.0,1.153846153846154,0.888888888888889,0.19230769230769232,2.6490066225165565,0.0,0.0,1.3043478260869565,1.3636363636363635,0.0,0.0,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Dropout
single,'2nd phase - general contingent',1,'Journalism and Communication',1,'Secondary education',121,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Armed Forces Professions',0.9842105263157896,0,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.888888888888889,0.9615384615384616,3.337748344370861,0.0,0.0,1.3043478260869565,1.5151515151515151,1.5,3.3461536535503007,0.0,4.593023255813954,3.9999999999999996,0.0,Enrolled
single,'Change of course',1,Management,1,'Secondary education',131,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.8263157894736837,1,0,0,1,0,0,0.18867924528301885,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.337748344370861,0.0,0.0,1.0869565217391304,0.9090909090909092,1.0,3.3384614614201205,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
married,'1st phase - general contingent',1,Management,1,'Secondary education',151,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Installation and Machine Operators and Assembly Workers',1.952631578947368,1,0,0,1,0,0,1.6037735849056602,0.0,0.9615384615384616,0.7777777777777778,0.38461538461538464,2.6490066225165565,0.0,0.0,1.0869565217391304,0.9090909090909092,1.0,3.23076915621302,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
married,'Change of institution/course',1,'Basic Education',1,'Secondary education',130,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Skilled Workers in Industry; Construction and Craftsmen','Installation and Machine Operators and Assembly Workers',1.331578947368421,0,0,0,1,0,0,1.6981132075471697,0.0,1.346153846153846,0.7777777777777778,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.7558139534883725,2.4444444444444446,5.0,Dropout
single,'Holders of other higher courses',1,'Management (evening attendance)',0,'Higher education - degree (1st cycle)',120,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.3157894736842104,0,0,0,1,0,0,1.4150943396226414,0.0,0.9615384615384616,0.7777777777777778,0.9615384615384616,3.072847682119205,0.0,0.0,1.0869565217391304,1.2121212121212122,1.25,3.320512654142016,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'2nd phase - general contingent',2,Tourism,1,'Secondary education',136,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.4789473684210526,1,0,0,1,0,0,0.18867924528301885,0.0,1.153846153846154,0.888888888888889,1.153846153846154,3.2229581456953644,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,3.634615300739647,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',5,'Advertising and Marketing Management',1,'Secondary education',125,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.2842105263157897,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,1.1111111111111112,0.7692307692307693,3.6026490066225163,0.0,0.0,1.3043478260869565,1.0606060606060606,1.25,3.4102564213017756,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
married,'Over 23 years old',1,Management,1,'Secondary education',133.1,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',2.3684210526315788,0,0,0,0,0,0,1.6981132075471697,0.0,0.9615384615384616,0.888888888888889,0.7692307692307693,3.3112582781456954,0.41666666666666663,0.0,1.0869565217391304,1.2121212121212122,1.25,3.1769230036094696,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'Over 23 years old',1,'Social Service (evening attendance)',0,'Secondary education',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Other - 11th Year of Schooling','Administrative staff','Personal Services; Security and Safety Workers and Sellers',1.131578947368421,0,0,0,1,1,1,0.660377358490566,0.0,1.153846153846154,0.6666666666666666,0.7692307692307693,3.2450331125827816,0.0,0.0,1.3043478260869565,1.5151515151515151,1.0,3.096153774704144,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Enrolled
single,'2nd phase - general contingent',1,'Social Service',1,'Secondary education',120,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Unskilled Workers',0.9473684210526316,1,0,0,1,0,1,0.2830188679245283,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.1031221192052976,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.399038383099114,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',3,'Journalism and Communication',1,'Secondary education',143,Italian,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Unskilled Workers',2.047368421052632,1,0,0,1,1,1,0.09433962264150943,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.576158940397351,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.4999999192307714,0.0,5.0,1.2222222222222223,2.0739762219286657,Graduate
single,'1st phase - general contingent',3,Nursing,1,'Secondary education',133.1,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Unskilled Workers',1.0789473684210527,1,0,0,1,1,1,0.2830188679245283,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.450141986754967,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.5065384575414207,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'2nd phase - general contingent',5,Tourism,1,'Secondary education',121,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Skilled Workers in Industry; Construction and Craftsmen',1.131578947368421,1,0,0,0,1,0,0.09433962264150943,0.0,1.153846153846154,1.3333333333333333,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,1.0465116279069773,0.0,0.6208718626155876,Dropout
single,'1st phase - general contingent',1,'Informatics Engineering',1,'Secondary education',168,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Administrative staff','Administrative staff',4.010526315789473,0,0,0,1,1,1,0.09433962264150943,0.0,0.9615384615384616,0.6666666666666666,0.9615384615384616,4.591611390728477,0.0,0.0,1.0869565217391304,1.2121212121212122,1.25,5.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Graduate
single,'1st phase - general contingent',1,'Advertising and Marketing Management',1,'Secondary education',124,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.2684210526315787,0,0,0,1,1,1,0.2830188679245283,0.0,0.9615384615384616,0.7777777777777778,0.7692307692307693,2.9139072847682117,0.0,0.0,1.0869565217391304,1.0606060606060606,1.0,3.096153774704144,0.0,1.0465116279069773,0.0,0.6208718626155876,Graduate
single,'2nd phase - general contingent',2,'Basic Education',1,'Secondary education',127,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Intermediate Level Technicians and Professions','Intermediate Level Technicians and Professions',1.3736842105263156,1,0,0,1,1,0,0.18867924528301885,0.0,1.346153846153846,1.1111111111111112,1.153846153846154,3.6203091390728477,0.0,0.0,1.5217391304347827,1.3636363636363635,1.5,3.3653845377218956,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'1st phase - general contingent',2,'Communication Design',1,'Secondary education',129,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Unskilled Workers',1.9947368421052636,1,0,0,1,1,1,0.2830188679245283,0.0,1.153846153846154,1.0,1.153846153846154,3.0132450331125824,0.0,0.0,1.3043478260869565,0.9090909090909092,1.25,3.7153845296449726,0.0,0.0,3.777777777777778,2.892998678996037,Enrolled
single,'1st phase - general contingent',1,'Social Service',1,'Secondary education',137,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Secondary Education - 12th Year of Schooling or Eq.','Unskilled Workers','Unskilled Workers',1.9894736842105267,0,0,0,1,1,0,0.18867924528301885,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.3995584105960264,0.0,0.0,1.3043478260869565,1.2121212121212122,1.5,3.1858972726331403,0.0,1.8604651162790706,2.4444444444444446,3.8309114927344785,Graduate
single,'1st phase - general contingent',1,'Journalism and Communication',1,'Secondary education',120,Portuguese,'Can read without having a 4th year of schooling','Basic education 1st cycle (4th/5th year) or equiv.',Student,Student,1.668421052631579,1,0,0,1,1,0,0.2830188679245283,0.0,1.153846153846154,1.0,0.9615384615384616,3.337748344370861,0.0,0.0,1.3043478260869565,1.6666666666666665,1.0,3.096153774704144,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',110,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',0.5684210526315788,1,0,0,1,1,0,0.4716981132075472,0.0,1.346153846153846,0.888888888888889,1.153846153846154,3.7969094039735096,0.0,0.0,1.7391304347826086,1.3636363636363635,1.75,3.7076923375147923,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'2nd phase - general contingent',2,'Informatics Engineering',1,'Secondary education',120,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Installation and Machine Operators and Assembly Workers',1.168421052631579,0,0,0,1,1,1,0.09433962264150943,0.0,0.9615384615384616,0.888888888888889,0.7692307692307693,3.576158940397351,0.0,0.0,1.3043478260869565,1.5151515151515151,1.5,3.6682691461168657,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Enrolled
single,'1st phase - general contingent',1,Nursing,1,'Secondary education',143,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Unskilled Workers','Unskilled Workers',2.3684210526315788,0,0,0,1,1,0,0.18867924528301885,0.0,1.5384615384615385,0.888888888888889,1.346153846153846,3.7842950993377484,0.0,0.0,1.7391304347826086,1.2121212121212122,1.75,3.846153680473377,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Technological specialization diploma holders',1,Agronomy,1,'Technological specialization course',120,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Skilled Workers in Industry; Construction and Craftsmen',1.3157894736842104,0,0,0,1,1,0,0.4716981132075472,0.5,1.153846153846154,1.6666666666666665,0.576923076923077,3.1125827814569536,0.0,0.0,1.3043478260869565,1.8181818181818183,0.5,2.692307630177517,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Dropout
single,'2nd phase - general contingent',5,'Informatics Engineering',1,'Secondary education',124,Italian,'Higher Education - Master','Other - 11th Year of Schooling','Specialists in Intellectual and Scientific Activities','Unskilled Workers',1.2894736842105265,1,0,0,1,1,0,0.2830188679245283,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.9205298013245033,0.0,0.0,1.0869565217391304,0.7575757575757576,1.25,4.738461429112429,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
married,'Over 23 years old',1,Agronomy,1,'Secondary education',168,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Specialized higher studies course','Unskilled Workers','Intermediate Level Technicians and Professions',3.1000000000000005,0,0,1,0,1,0,1.6037735849056602,0.0,1.153846153846154,0.7777777777777778,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
married,'Over 23 years old',1,'Social Service (evening attendance)',0,'Basic education 3rd cycle (9th/10th/11th year) or equivalent',133.1,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Secondary Education - 12th Year of Schooling or Eq.','Administrative staff','Administrative staff',1.8421052631578947,0,0,0,1,1,0,0.660377358490566,0.0,1.153846153846154,1.5555555555555556,0.19230769230769232,2.6490066225165565,0.0,0.0,1.0869565217391304,0.7575757575757576,0.0,0.0,0.0,5.0,1.2222222222222223,2.0739762219286657,Dropout
single,'Over 23 years old',2,'Advertising and Marketing Management',1,'Secondary education',150,Portuguese,Unknown,Unknown,Student,Student,0.631578947368421,1,0,0,1,1,0,0.8490566037735848,0.0,0.9615384615384616,0.5555555555555556,0.0,0.0,0.0,0.0,1.0869565217391304,0.7575757575757576,0.0,0.0,0.0,0.0,3.777777777777778,2.892998678996037,Dropout
single,'Over 23 years old',1,Nursing,1,'Secondary education',140,Portuguese,'Basic education 1st cycle (4th/5th year) or equiv.','Basic education 1st cycle (4th/5th year) or equiv.','Unskilled Workers','Farmers and Skilled Workers in Agriculture; Fisheries and Forestry',1.9894736842105267,0,0,0,1,1,0,1.6981132075471697,0.0,1.346153846153846,1.1111111111111112,0.7692307692307693,3.337748344370861,0.0,0.0,1.5217391304347827,1.3636363636363635,1.25,3.3330768461597655,0.0,2.790697674418605,1.4444444444444446,3.8639365918097757,Dropout
single,'1st phase - general contingent',1,'Management (evening attendance)',0,'Secondary education',145,Portuguese,'Higher Education - Bachelor Degree','Basic education 1st cycle (4th/5th year) or equiv.','Administrative staff','Unskilled Workers',1.7105263157894737,1,0,0,1,1,0,0.4716981132075472,0.0,0.9615384615384616,1.0,0.9615384615384616,3.2923366887417216,0.41666666666666663,0.0,1.0869565217391304,1.0606060606060606,1.25,3.1769230036094696,0.0,0.0,3.777777777777778,2.892998678996037,Graduate
single,'3rd phase - general contingent',1,Tourism,1,'Secondary education',118,Portuguese,'Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Personal Services; Security and Safety Workers and Sellers',1.489473684210526,1,0,0,1,1,0,0.8490566037735848,0.0,1.153846153846154,1.1111111111111112,0.7692307692307693,2.6490066225165565,0.0,0.0,1.3043478260869565,1.6666666666666665,0.75,3.23076915621302,0.0,1.0465116279069773,0.0,0.6208718626155876,Enrolled
single,'2nd phase - general contingent',1,Management,1,'Secondary education',123,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Administrative staff',1.4210526315789473,0,0,0,1,1,0,0.18867924528301885,0.0,0.9615384615384616,0.7777777777777778,0.576923076923077,3.2671080794701983,0.0,0.0,1.0869565217391304,0.7575757575757576,0.0,0.0,0.0,0.7558139534883725,2.4444444444444446,5.0,Dropout
single,'1st phase - general contingent',5,Tourism,1,'Secondary education',120,Portuguese,'Higher Education - Degree','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Intermediate Level Technicians and Professions','Unskilled Workers',1.0421052631578946,1,0,0,0,1,0,0.18867924528301885,0.0,1.153846153846154,0.0,0.0,0.0,0.0,0.0,1.3043478260869565,0.0,0.0,0.0,0.0,0.7558139534883725,2.4444444444444446,5.0,Dropout
single,'Technological specialization diploma holders',1,'Animation and Multimedia Design',1,'Technological specialization course',140,Portuguese,'Higher Education - Degree','Higher Education - Degree','Specialists in Intellectual and Scientific Activities','Specialists in Intellectual and Scientific Activities',2.3684210526315788,0,0,1,1,1,0,0.2830188679245283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.593023255813954,3.9999999999999996,0.0,Graduate
single,'Change of institution/course',1,'Advertising and Marketing Management',1,'Secondary education',126,Portuguese,'Higher Education - Degree','Higher Education - Degree','Representatives of the Legislative Power and Executive Bodies; Directors; Directors and Executive Managers','Armed Forces Professions',0.8421052631578947,0,0,1,1,1,0,0.3773584905660377,1.25,2.1153846153846154,1.3333333333333333,1.9230769230769231,3.205298013245033,0.0,0.5263157894736842,1.7391304347826086,1.3636363636363635,2.0,3.5897434171597675,0.0,2.0348837209302326,1.5555555555555556,4.015852047556143,Graduate
single,'1st phase - general contingent',2,'Journalism and Communication',1,'Secondary education',137,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Skilled Workers in Industry; Construction and Craftsmen','Skilled Workers in Industry; Construction and Craftsmen',2.0105263157894733,1,0,0,1,0,1,0.18867924528301885,0.0,1.153846153846154,0.7777777777777778,1.153846153846154,3.8978241059602645,0.0,0.0,1.3043478260869565,0.9090909090909092,1.5,4.038461445266275,0.0,3.662790697674419,0.5555555555555556,3.2034346103038307,Graduate
single,'1st phase - general contingent',3,'Journalism and Communication',1,'Secondary education',130,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Unskilled Workers','Unskilled Workers',1.4736842105263157,1,0,0,1,0,0,0.09433962264150943,0.0,1.153846153846154,0.6666666666666666,1.153846153846154,3.355408476821192,0.0,0.0,1.3043478260869565,1.0606060606060606,1.5,3.4551280356508918,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
single,'Short cycle diploma holders',1,Agronomy,1,'Professional higher technical course',150,Portuguese,'Secondary Education - 12th Year of Schooling or Eq.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Installation and Machine Operators and Assembly Workers','Installation and Machine Operators and Assembly Workers',2.8947368421052633,0,0,0,1,0,1,0.5660377358490566,1.75,2.307692307692308,1.5555555555555556,2.307692307692308,3.8104940397350995,0.0,1.3157894736842104,2.1739130434782608,1.8181818181818183,2.5,3.5807691481360973,0.0,0.7558139534883725,2.4444444444444446,5.0,Graduate
single,'2nd phase - general contingent',3,Management,1,'Secondary education',147,Portuguese,'Basic Education 3rd Cycle (9th/10th/11th Year) or Equiv.','Basic Education 2nd Cycle (6th/7th/8th Year) or Equiv.','Personal Services; Security and Safety Workers and Sellers','Skilled Workers in Industry; Construction and Craftsmen',1.9631578947368427,1,0,0,1,0,1,0.09433962264150943,0.0,0.9615384615384616,0.5555555555555556,0.9615384615384616,3.5496688741721854,0.0,0.0,1.0869565217391304,0.9090909090909092,1.25,3.2846153088165697,0.0,2.9651162790697674,5.0,1.558784676354029,Graduate
